Product ID,Average Price,Price,Price Table,Status,Card Type,Related Image,Related Image Alt,Related Image Caption,Body,Related File,Type,Created date,Updated date,design form,Product Type,SKU,Price Table Amount,Price Table Quantity,Title,Packaging
41,2,$250.00,"
 <tr><th>Quantity</th><th>1 - 4</th><th>5 - 9</th><th>10 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$250.00</td><td>$230.00</td><td>$210.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/beef-cheese-fundraiser_2.png,$2 Beef & Cheese Fundraising Product jl-01039,$2 Beef & Cheese Fundraising Product,"<p>The perfect pairing, <i>Beef & Cheese</i> combines our 100% beef stick with a slice of real Wisconsin Cheddar cheese. Ready for the lunchbox or backpack, no refrigeration required.</p>
<p>Nutrition facts available upon request.</p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>1-4</td>
<td>$250</td>
<td>35%</td>
<td>$134</td>
</tr>
<tr>
<td>5-9</td>
<td>$230</td>
<td>40%</td>
<td>$154</td>
</tr>
<tr>
<td>10+</td>
<td>$210</td>
<td>45%</td>
<td>$174</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 192 items per case (12 inner totes of 16)<br /><strong>Item Size:</strong> 1.2 oz.<br /><strong>Selling Price:</strong> $2.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery:</strong> 10-14 business days. <a title=""Free shipping"" href=""/beef-jerky-shipping"" rel=""lightframe"">Free shipping</a></p>
",,product,1320687977,1615006972,,120,jl-01039,25000,,$2 Beef & Cheese,192
42,2,$250.00,"
 <tr><th>Quantity</th><th>1 - 4</th><th>5 - 9</th><th>10 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$250.00</td><td>$230.00</td><td>$210.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/jalapeno-beef-cheese-fundraiser_1.png,$2 Jalapeño Beef & Cheese Fundraising Product jl-01040,$2 Jalapeño Beef & Cheese Fundraising Product,"<p>Spice things up with <i>Jalapeño Beef & Cheese</i>. Add a slice of real Wisconsin Cheddar cheese blended with spicy jalapeño chili peppers to our 100% beef stick. The perfect combination!</p>
<p>Nutrition facts available upon request.</p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>1-4</td>
<td>$250</td>
<td>35%</td>
<td>$134</td>
</tr>
<tr>
<td>5-9</td>
<td>$230</td>
<td>40%</td>
<td>$154</td>
</tr>
<tr>
<td>10+</td>
<td>$210</td>
<td>45%</td>
<td>$174</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 192 items per case (12 inner totes of 16)<br /><strong>Item Size:</strong> 1.2 oz.<br /><strong>Selling Price:</strong> $2.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery:</strong> 10-14 business days. <a title=""Free shipping"" href=""/beef-jerky-shipping"" rel=""lightframe"">Free shipping</a></p>
",,product,1320688294,1615072179,,120,jl-01040,25000,,Jalapeño Beef & Cheese,192
45,,$160.00,"
 <tr><th>Quantity</th><th>1 - 4</th><th>5 - 9</th><th>10 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$160.00</td><td>$153.00</td><td>$147.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/baseball-lollipop-fundraiser_2.png,Baseball Lollipop Fundraising Product cc-022600,Baseball Lollipop Fundraising Product cc-022600,"<p>Baseball lollipops are a big seller for sports groups like Little League and Pony Baseball.</p>
<h2>Pricing & Profit</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tr align=""left"">
<td>1-4</td>
<td>$160</td>
<td>50%</td>
<td>$160</td>
</tr>
<tr align=""left"">
<td>5-9</td>
<td>$153</td>
<td>52%</td>
<td>$167</td>
</tr>
<tr align=""left"">
<td>10+</td>
<td>$147</td>
<td>54%</td>
<td>$173</td>
</tr>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 640 units per case (16 inner bags of 40). <a title=""Flavors"" rel=""lightframe"" href=""/baseball-lollipop-flavors "">Flavors</a><br /><strong>Unit Size: </strong>1.0 oz.<br /><strong>Average Price:</strong> 50¢<br /><strong>Delivery:</strong> 3-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/lollipop-shipping"">Free shipping</a></p>
",,product,1320713373,1566830392,,117,cc-022600,16000,,Baseball Lollipops,
46,10,$6.00,"
 <tr><th>Quantity</th><th>250 - 499</th><th>500 - 999</th><th>1000 - 1999</th><th>2000 - 2999</th><th>3000 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$6.00</td><td>$5.00</td><td>$4.50</td><td>$4.00</td><td>$3.50</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/discount-card-fundraiser.jpg,Discount Card Fundraising Product,Discount Card Fundraising Product,"<p>With our discount card fundraiser your group receives a personalized design on the front, and your choice of local businesses on the back. Promote your cause while saving people money. <a title=""Opens in new window"" href=""/contact/discount-card-design-form"" target=""_blank"">Design your card</a></p>
<h2>Card Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cards</td>
<td>Cost/Card</td>
<td>Profit</td>
<td>Profit/Card</td>
</tr>
</thead>
<tbody>
<tr align=""left"">
<td>250-499</td>
<td>$6.00</td>
<td>40%</td>
<td>$4.00</td>
</tr>
<tr align=""left"">
<td>500-999</td>
<td>$5.00</td>
<td>50%</td>
<td>$5.00</td>
</tr>
<tr align=""left"">
<td>1,000-1,999 </td>
<td>$4.50</td>
<td>55%</td>
<td>$5.50</td>
</tr>
<tr align=""left"">
<td>2,000-2,999 </td>
<td>$4.00</td>
<td>60%</td>
<td>$6.00</td>
</tr>
<tr align=""left"">
<td>3,000+</td>
<td>$3.50</td>
<td>65%</td>
<td>$6.50</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 250 card minimum<br /><strong>Design:</strong> <a title=""Discount Card Features"" rel=""lightframe"" href=""/discount-card-features"">Discount card features</a><br /><strong>Selling Price:</strong> $10<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery:</strong> About 30 days after artwork approved. <a title=""Free shipping"" rel=""lightframe"" href=""/discount-card-shipping"">Free shipping</a></p>
",,product,1321386432,1621435058,167,,discount-card,600,,Discount Card Fundraiser,
49,100,$20.00,"
 <tr><th>Quantity</th><th>10 - 24</th><th>25 - 99</th><th>100 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$20.00</td><td>$15.00</td><td>$10.00</td> </tr>


",1,30scratch,https://bigfundraisingideas.com/sites/default/files/scratch-off-fundraising-product.png,Scratch Off Fundraiser,Scratch Off Fundraiser,"<p>Looking for a fast, fun, and easy way to raise money? With our scratch card fundraiser, supporters scratch off dots revealing donation amounts from 50¢ to $3.</p>
<p>As a thank you, those who scratch off 2 or more dots receive a <a href=""/scratch-card-savings-coupons"" rel=""lightframe"">coupon sheet</a> entitling them to online savings at places like 1-800flowers.com, The Popcorn Factory<sup>®</sup> and more.</p>
<p>We'll personalize your scratch card with your group name and picture on the cover. <a title=""Opens in new window"" href=""/contact/scratch-card-design-form"" target=""_blank"" rel=""noopener"">Design your card</a></p>
<h2>Card Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cards</td>
<td>Cost/Card</td>
<td>Profit</td>
<td>Profit/Card</td>
</tr>
</thead>
<tbody>
<tr>
<td>10-24</td>
<td>$20</td>
<td>80%</td>
<td>$80</td>
</tr>
<tr>
<td>25-99</td>
<td>$15</td>
<td>85%</td>
<td>$85</td>
</tr>
<tr>
<td>100+</td>
<td>$10</td>
<td>90%</td>
<td>$90</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 10 card minimum<br /><strong>Card Size:</strong> 8.5” x 6”<br /><strong>Selling Price:</strong> $20.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery:</strong> 7 business days after artwork approved. <a title=""Free shipping"" href=""/scratch-card-shipping"" rel=""lightframe"">Free shipping</a></p>
",,Scatch Cards,1321563933,1628560181,,,scratchcard--30scratch,2000,,Scratch Card Fundraiser,
50,,$20.00,"
 <tr><th>Quantity</th><th>10 - 24</th><th>25 - 99</th><th>100 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$20.00</td><td>$15.00</td><td>$10.00</td> </tr>


",0,60scratch,https://bigfundraisingideas.com/sites/default/files/scratch-cards-60_0.png,Scratch Card - scratchcard--60scratch,60 Dot Scratch Card,"<p>With our <cite>60 dot scratch cards</cite>, supporters make a $0 to $2.50 donation by  scratching off dots in exchange for brand name <a rel=""lightframe"" href=""/scratch-card-savings-coupons"">savings coupons</a>.</p>
<h2>Pricing & Profit</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cards</td>
<td>Cost/Card</td>
<td>Profit</td>
<td>Profit/Card</td>
</tr>
</thead>
<tr>
<td>10-24</td>
<td>$20</td>
<td>80%</td>
<td>$80</td>
</tr>
<tr>
<td>25-99</td>
<td>$15</td>
<td>85%</td>
<td>$85</td>
</tr>
<tr>
<td>100+</td>
<td>$10</td>
<td>90%</td>
<td>$90</td>
</tr>
</table>
<p>Once order is processed, allow a minimum of 7 business days for delivery.</p>
<h2>Product Details</h2>
<ul>
<li>Each card folds into a 4” x 6” card with the scratch dots inside.</li>
<li>Your group name and picture is placed on the cover.</li>
<li><a rel=""lightframe"" href=""/questions-about-selling-scratch-cards"">Scratch Card Questions</a></li>
<li><a rel=""lightframe"" href=""/payment-options"">Payment Options</a></li>
<li><a rel=""lightframe"" href=""/scratch-card-shipping"">Free Shipping</a></li>
</ul>
",,Scatch Cards,1321563933,1449680172,,,scratchcard--60scratch,2000,,Scratch Card Fundraiser,
51,,$180.00,"
 <tr><th>Quantity</th><th>4 - 9</th><th>10 - 24</th><th>25 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$180.00</td><td>$165.00</td><td>$150.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/travel_mug-edit.png,,Travel Mugs,"<p>Our travel mugs can make your group up to 50% profit with <a title=""free shipping"" href=""/resource/mug-shipping-information"">free shipping</a> on all orders!</p>
<h3><strong>Pricing & Profit:</strong></h3>
<table border=""0"">
<tr>
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>You Make</td>
</tr>
<tr>
<td>4-9</td>
<td>$180</td>
<td>40%</td>
<td>$480-$1,080</td>
</tr>
<tr>
<td>10-24</td>
<td>$165</td>
<td>45%</td>
<td>$1,350-$3,240</td>
</tr>
<tr>
<td>25+</td>
<td>$150</td>
<td>50%</td>
<td>$3,750+</td>
</tr>
</table>
<h3><strong>Product Details:</strong></h3>
<ul>
<li><strong>Minimum Order:</strong> 4 Cases</li>
<li><strong>Packaging:</strong> 25 Mugs/Case</li>
<li><strong>Size:</strong> 16 oz. Mugs</li>
<li><strong>Suggested Sales Price:</strong> $12.00</li>
</ul>
<h3><strong>What you need to know:</strong></h3>
<ul>
<li>Your order will ship within 10 business days after artwork approval</li>
<li>Free shipping on reorders</li>
<li><a title=""Questions about mugs?"" href=""/resource/answers-questions-about-mugs"">Questions about Mugs?</a></li>
</ul>
<h3>Additional Information:</h3>
","https://bigfundraisingideas.com/sites/default/files/mug_overview_2.pdf, https://bigfundraisingideas.com/sites/default/files/sales_tracking_sheet.pdf",product,1323209412,1392643631,,133,ST58-02,18000,,Discontinued Mugs,
52,,$19.95,"
 <tr><th>Quantity</th><th>1</th> </tr>

 <tr class=""odd""><td>Price</td><td>$19.95</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/popcorn-sample-pack_2.png,Popcorn Sample Pack SMPBELG,Popcorn Sample Pack,"<p>Want to try our popcorn before placing your order? You can order our popcorn sample pack for $19.95 (shipping included) which contains:</p>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Count</td>
<td>Flavor</td>
<td>Bag Size</td>
</tr>
</thead>
<tr>
<td>1</td>
<td>Buttered</td>
<td>1.75 oz</td>
</tr>
<tr>
<td>1</td>
<td>Cheese</td>
<td>3 oz</td>
</tr>
<tr>
<td>1</td>
<td>Caramel</td>
<td>6 oz</td>
</tr>
<tr>
<td>1</td>
<td>Cinnamon</td>
<td>6 oz</td>
</tr>
</table>
<p><strong>Delivery:</strong> 7-10 business days.</p>
",,product,1334001001,1566833653,,119,SMPBELG,1995,,Popcorn Sample Pack,
53,,$9.95,"
 <tr><th>Quantity</th><th>1</th> </tr>

 <tr class=""odd""><td>Price</td><td>$9.95</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/plumeria-free.png,,Free Candle,"<p>Experience an Angelic Candle firsthand before you decide on a fundraiser. We’re so confident you’ll love it that our 8 oz Angelic Candle is free! Just pay $9.95 shipping and handling.</p>
",,product,1336507150,1379798800,,,smc-BE,995,,Free Candle,
62,,$156.00,"
 <tr><th>Quantity</th><th>1 - 9</th><th>10 - 24</th><th>25 - 49</th><th>50 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$156.00</td><td>$144.00</td><td>$132.00</td><td>$120.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/hersheys-assortment-fundraiser.png,Hershey’s Assortment Candy Fundraiser vwc-39938,Hershey’s Assortment Candy Fundraiser,"<p>Hershey's Assortment offers a variety of popular name-brand candies.</p>
<h2>Pricing & Profit</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tr>
<td>1-9</td>
<td>$156</td>
<td>35%</td>
<td>$84</td>
</tr>
<tr>
<td>10-24</td>
<td>$144</td>
<td>40%</td>
<td>$96</td>
</tr>
<tr>
<td>25-49</td>
<td>$132</td>
<td>45%</td>
<td>$108</td>
</tr>
<tr>
<td>50+</td>
<td>$120</td>
<td>50%</td>
<td>$120</td>
</tr>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 120 units per case (4 inner carriers of 30). <a title=""Carrier contents"" rel=""lightframe"" href=""/hersheys-assortment-flavors"">Carrier contents</a><br /><strong><strong>Average Price</strong>:</strong> $2.00<br /><strong>Delivery: </strong>3-7 business days. <a title=""Free Shipping"" rel=""lightframe"" href=""/candy-bar-shipping"">Free Shipping</a></p>
",,product,1344634057,1566831881,,118,vwc-39938,15600,,Hershey's Assortment,
67,12,$260.00,"
 <tr><th>Quantity</th><th>4 - 9</th><th>10 - 24</th><th>25 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$260.00</td><td>$238.00</td><td>$216.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/handle-mug-fundraiser_0.png,Handle Mug Fundraising Product STLMUGMW,Handle Mug Fundraising Product,"<p>Sell your personalized handle mugs designed with your mascot, name and coloring. These mugs are brushed stainless steel, double-wall constructed, and come with a matching black screw-on spill-resistant lid and handle. <a title=""Opens in new window"" href=""/contact/handle-mug-design-form"" target=""_blank"">Design your mug</a></p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>4-9</td>
<td>$260</td>
<td>40%</td>
<td>$172</td>
</tr>
<tr>
<td>10-24</td>
<td>$238</td>
<td>45%</td>
<td>$194</td>
</tr>
<tr>
<td>25+</td>
<td>$216</td>
<td>50%</td>
<td>$216</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 36 items per case<br /><strong>Minimum Order:</strong> 4 cases<br /><strong>Item Size:</strong> 16 oz.<br /><strong>Average Price:</strong> $12.00<br /><strong>Delivery:</strong> Ships within 10 business days after artwork approved. <a title=""Free shipping"" rel=""lightframe"" href=""/mug-shipping"">Free shipping</a></p>
",,product,1365087686,1614466814,165,133,STLMUGMW,26000,,Handle Mugs,36
68,,$144.00,"
 <tr><th>Quantity</th><th>1 - 4</th><th>5 - 9</th><th>10 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$144.00</td><td>$138.00</td><td>$133.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/shockwaves-sour-pops-fundraiser_0.png,Shockwaves Sour Pops Fundraiser vwc-65005,Shockwaves Sour Pops Fundraiser,"<p>Shockwaves Sour Pops are refreshingly fruity but have a powerful sour kick.</p>
<h2>Pricing & Profit</h2>
<table border=""0"">
<thead>
<tr align=""center"" valign=""middle"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tr align=""left"">
<td>1-4</td>
<td>$144</td>
<td>50%</td>
<td>$144</td>
</tr>
<tr align=""left"">
<td>5-9</td>
<td>$138</td>
<td>52%</td>
<td>$150</td>
</tr>
<tr align=""left"">
<td>10+</td>
<td>$133</td>
<td>54%</td>
<td>$155</td>
</tr>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 576 units per case (8 inner carriers of 72). <a title=""Flavors"" rel=""lightframe"" href=""/shockwaves-sour-pop-flavors"">Flavors</a><br /><strong>Unit Size: </strong>0.9 oz.<br /><strong>Average Price:</strong> 50¢<br /><strong>Delivery:</strong> 3-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/lollipop-shipping"">Free shipping</a></p>
",,product,1370032595,1566834098,,117,vwc-65005,14400,,Shockwaves Sour Pops,
69,,$144.00,"
 <tr><th>Quantity</th><th>1 - 4</th><th>5 - 9</th><th>10 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$144.00</td><td>$138.00</td><td>$133.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/creme-de-la-creme-pops-fundraiser_0.png,Crème de la Crème Pops Fundraiser vwc-75005,Crème de la Crème Pops Fundraiser,"<p>Crème de la Crème pops add real cream to already delightfully fruity lollipops.</p>
<h2>Pricing & Profit</h2>
<table border=""0"">
<thead>
<tr align=""center"" valign=""middle"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tr align=""left"">
<td>1-4</td>
<td>$144</td>
<td>50%</td>
<td>$144</td>
</tr>
<tr align=""left"">
<td>5-9</td>
<td>$138</td>
<td>52%</td>
<td>$150</td>
</tr>
<tr align=""left"">
<td>10+</td>
<td>$133</td>
<td>54%</td>
<td>$155</td>
</tr>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 576 units per case (8 inner carriers of 72). <a title=""Flavors"" rel=""lightframe"" href=""/creme-de-la-creme-pop-flavors"">Flavors</a><br /><strong>Unit Size: </strong>0.9 oz.<br /><strong>Average Price:</strong> 50¢<br /><strong>Delivery:</strong> 3-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/lollipop-shipping"">Free shipping</a></p>
",,product,1370033281,1566831121,,117,vwc-75005,14400,,Crème de la Crème Pops,
70,,$144.00,"
 <tr><th>Quantity</th><th>1 - 4</th><th>5 - 9</th><th>10 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$144.00</td><td>$138.00</td><td>$133.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/funky-fruit-pops-fundraiser_0.png,Funky Fruit Pops Fundraiser vwc-84012,Funky Fruit Pops Fundraiser,"<p>Funky Fruit Pops are flavorful fruity lollipops with a chewy surprise in the middle.</p>
<h2>Pricing & Profit</h2>
<table border=""0"">
<thead>
<tr align=""center"" valign=""middle"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tr align=""left"">
<td>1-4</td>
<td>$144</td>
<td>50%</td>
<td>$144</td>
</tr>
<tr align=""left"">
<td>5-9</td>
<td>$138</td>
<td>52%</td>
<td>$150</td>
</tr>
<tr align=""left"">
<td>10+</td>
<td>$133</td>
<td>54%</td>
<td>$155</td>
</tr>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 576 units per case (8 inner carriers of 72). <a title=""Flavors"" rel=""lightframe"" href=""/funky-fruit-pop-flavors"">Flavors</a><br /><strong>Unit Size: </strong>0.9 oz.<br /><strong>Average Price:</strong> 50¢<br /><strong>Delivery:</strong> 3-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/lollipop-shipping"">Free shipping</a></p>
",,product,1370034424,1566831434,,117,vwc-84012,14400,,Funky Fruit Pops,
71,,$144.00,"
 <tr><th>Quantity</th><th>1 - 4</th><th>5 - 9</th><th>10 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$144.00</td><td>$138.00</td><td>$133.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/van-wyk-mega-rounds-fundraiser_0.png,Van Wyk Mega Rounds Fundraiser vwc-93078,Van Wyk Mega Rounds Fundraiser,"<p>Van Wyk Mega Rounds offer 12 of our best selling lollipop flavors.</p>
<h2>Pricing & Profit</h2>
<table border=""0"">
<thead>
<tr align=""center"" valign=""middle"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tr align=""left"">
<td>1-4</td>
<td>$144</td>
<td>50%</td>
<td>$144</td>
</tr>
<tr align=""left"">
<td>5-9</td>
<td>$138</td>
<td>52%</td>
<td>$150</td>
</tr>
<tr align=""left"">
<td>10+</td>
<td>$133</td>
<td>54%</td>
<td>$155</td>
</tr>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 576 units per case (8 inner carriers of 72). <a title=""Flavors"" rel=""lightframe"" href=""/van-wyk-mega-round-flavors"">Flavors</a><br /><strong>Unit Size: </strong>0.9 oz.<br /><strong>Average Price:</strong> 50¢<br /><strong>Delivery:</strong> 3-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/lollipop-shipping"">Free shipping</a></p>
",,product,1370036789,1566835334,,117,vwc-93078,14400,,Van Wyk Mega Rounds,
73,,$20.00,"
 <tr><th>Quantity</th><th>10 - 24</th><th>25 - 99</th><th>100 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$20.00</td><td>$15.00</td><td>$10.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/60-edit3_0.jpg,,Scratch Card Fundraiser,"<p>Scratch card fundraisers are fully customizable, earn up to 90%   profit and are so easy to do! With the 60 dot card supporters make a $1  to $5 donation by  scratching off dots in exchange for valuable  brand  name <a title=""savings coupons"" href=""/resource/scratch-card-savings-coupons"">savings coupons</a> and each card earns your group a total of $100.00! We recommend 1-2 scratch  cards per seller. Minimum order is 10 cards.</p>
<ul>
<li>You receive <a title=""free shipping"" href=""/resource/scratch-card-shipping-information"">free shipping</a></li>
<li>Our <a title=""Return Policy"" href=""/resource/scratch-card-return-policy"">Return Policy</a></li>
</ul>
<table border=""0"">
<tr align=""center"">
<td>Cards Ordered</td>
<td>Cost per Card</td>
<td>Profit</td>
<td>Earnings</td>
</tr>
<tr>
<td>10-24</td>
<td>$20</td>
<td>80%</td>
<td>$800-$1,920</td>
</tr>
<tr>
<td>25-99</td>
<td>$15</td>
<td>85%</td>
<td>$2,125-$8,415</td>
</tr>
<tr>
<td>100+</td>
<td>$10</td>
<td>90%</td>
<td>$9,000+</td>
</tr>
</table>
","https://bigfundraisingideas.com/sites/default/files/sales_tracking_sheet_45.pdf, https://bigfundraisingideas.com/sites/default/files/scratch_card_overview_2.pdf",product,1375896388,1379800867,,,scratchcard-60dot,2000,,Scratch Cards - 60 Dot,
75,,$20.00,"
 <tr><th>Quantity</th><th>10 - 24</th><th>25 - 99</th><th>100 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$20.00</td><td>$15.00</td><td>$10.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/30-edit3_0.jpg,,Scratch Card Fundraiser,"<p>Scratch card fundraisers are fully customizable, earn up to 90%    profit and are so easy to do! With the 30 dot card supporters make a $1   to $5 donation by  scratching off dots in exchange for valuable  brand   name <a title=""savings coupons"" href=""/resource/scratch-card-savings-coupons"">savings coupons</a> and each card earns your group a total of $100.00! We recommend 1-2 scratch  cards per seller. Minimum order is 10 cards.</p>
<ul>
<li>You receive <a title=""free shipping"" href=""/resource/scratch-card-shipping-information"">free shipping</a></li>
<li>Our <a title=""Return Policy"" href=""/resource/scratch-card-return-policy"">Return Policy</a></li>
</ul>
<table border=""0"">
<tr align=""center"">
<td>Cards Ordered</td>
<td>Cost per Card</td>
<td>Profit</td>
<td>Earnings</td>
</tr>
<tr>
<td>10-24</td>
<td>$20</td>
<td>80%</td>
<td>$800-$1,920</td>
</tr>
<tr>
<td>25-99</td>
<td>$15</td>
<td>85%</td>
<td>$2,125-$8,415</td>
</tr>
<tr>
<td>100+</td>
<td>$10</td>
<td>90%</td>
<td>$9,000+</td>
</tr>
</table>
","https://bigfundraisingideas.com/sites/default/files/sales_tracking_sheet_44.pdf, https://bigfundraisingideas.com/sites/default/files/scratch_card_overview.pdf",product,1375900807,1379800843,,,scratchcard-30dot,2000,,Scratch Cards - 30 Dot,
76,12,$260.00,"
 <tr><th>Quantity</th><th>4 - 9</th><th>10 - 24</th><th>25 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$260.00</td><td>$238.00</td><td>$216.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/travel-tumbler-fundraiser.png,Travel Tumbler Fundraising Product TUMBLER14PMW,Travel Tumbler Fundraising Product,"<p>Sell your personalized travel tumblers designed with your mascot, name and  coloring. Our tumblers are brushed stainless steel, double-wall  constructed and come with a matching black twist-on slide-lock lid and  tapered bottom. <a title=""Opens in new window"" href=""/contact/travel-tumbler-design-form"" target=""_blank"">Design your tumbler</a></p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>4-9</td>
<td>$260</td>
<td>40%</td>
<td>$172</td>
</tr>
<tr>
<td>10-24</td>
<td>$238</td>
<td>45%</td>
<td>$194</td>
</tr>
<tr>
<td>25+</td>
<td>$216</td>
<td>50%</td>
<td>$216</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 36 items per case<br /><strong>Minimum Order:</strong> 4 cases<br /><strong>Item Size:</strong> 16 oz.<br /><strong>Average Price:</strong> $12.00<br /><strong>Delivery:</strong> Ships within 10 business days after artwork approved. <a title=""Free shipping"" rel=""lightframe"" href=""/mug-shipping"">Free shipping</a></p>
",,product,1378861604,1614467349,166,133,118P,26000,,Travel Tumblers,36
