Product ID,Average Price,Price,Price Table,Status,Card Type,Related Image,Related Image Alt,Related Image Caption,Body,Related File,Type,Created date,Updated date,design form,Product Type,SKU,Price Table Amount,Price Table Quantity,Title,Packaging
150,1,$144.00,"
 <tr><th>Quantity</th><th>1 - 19</th><th>20 - 39</th><th>40 - 74</th><th>75 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$144.00</td><td>$132.00</td><td>$126.00</td><td>$120.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/chocolatiers-candy-bar-fundraiser-product.png,$1 Chocolatiers Candy Bar Fundraising Product vwc-94001,$1 Chocolatiers Candy Bar Fundraising Product,"<p><i>$1 Chocolatiers</i> candy bars are certified peanut-free, gluten-free and kosher. Flavors include Creamy Caramel, Milk Chocolate, Crispy Rice, and Milk Chocolate Almond. Make up to 50% profit.</p>
<p>Nutrition facts available upon request.</p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>1-19</td>
<td>$144</td>
<td>40%</td>
<td>$96</td>
</tr>
<tr>
<td>20-39</td>
<td>$132</td>
<td>45%</td>
<td>$108</td>
</tr>
<tr>
<td>40-74</td>
<td>$126</td>
<td>48%</td>
<td>$114</td>
</tr>
<tr>
<td>75+</td>
<td>$120</td>
<td>50%</td>
<td>$120</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 240 items per case (4 inner carriers of 60). <a title=""Carrier contents"" rel=""lightframe"" href=""/1-chocolatier-candy-bar-flavors"">Carrier contents</a><br /><strong>Item Size:</strong> 1.5 oz.<br /><strong>Selling Price:</strong> $1.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery: </strong>3-7 business days. <a title=""Free Shipping"" rel=""lightframe"" href=""/candy-bar-shipping"">Free Shipping</a></p>
",,product,1498672452,1624661572,,118,wwc-94001,14400,,$1 Chocolatiers Candy Bars,240
151,,$160.00,"
 <tr><th>Quantity</th><th>1 - 4</th><th>5 - 9</th><th>10 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$160.00</td><td>$154.00</td><td>$148.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/mexican-vero-lollipop-fundraiser_1.png,Mexican Vero Lollipop Fundraiser vwc-02730,Mexican Vero Lollipop Fundraiser,"<p>Mexican Vero lollipops offer mango and strawberry flavors coated with chili.</p>
<h2>Pricing & Profit</h2>
<table border=""0"">
<thead>
<tr align=""center"" valign=""middle"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tr align=""left"">
<td>1-4</td>
<td>$160</td>
<td>50%</td>
<td>$160</td>
</tr>
<tr align=""left"">
<td>5-9</td>
<td>$154</td>
<td>52%</td>
<td>$166</td>
</tr>
<tr align=""left"">
<td>10+</td>
<td>$148</td>
<td>54%</td>
<td>$172</td>
</tr>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 640 units per case (16 inner bags of 40).<br /><strong>Unit Size: </strong>0.56 oz.<br /><strong>Average Price:</strong> 50¢<br /><strong>Delivery:</strong> 3-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/lollipop-shipping"">Free shipping</a></p>
",,product,1499384947,1566833331,,117,vwc-02730,16000,,Mexican Vero Lollipops,
152,1,$144.00,"
 <tr><th>Quantity</th><th>1 - 14</th><th>15 - 29</th><th>30 - 54</th><th>55 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$144.00</td><td>$132.00</td><td>$126.00</td><td>$120.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/1-gourmet-chocolate-bars_1.png,Gourmet Chocolate Bars Fundraising Product sc-62758,Gourmet Chocolate Bars Fundraising Product,"<p><i>$1.00 Gourmet Chocolate Bars</i> offer better taste and bigger value. Made with fresh, delicious ingredients, flavors include Almond, Caramel, Crisp Rice, Dark Chocolate, and Milk Chocolate.</p>
<p>Nutrition facts available upon request.</p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>1-14</td>
<td>$144</td>
<td>40%</td>
<td>$96</td>
</tr>
<tr>
<td>15-29</td>
<td>$132</td>
<td>45%</td>
<td>$108</td>
</tr>
<tr>
<td>30-54</td>
<td>$126</td>
<td>48%</td>
<td>$114</td>
</tr>
<tr>
<td>55+</td>
<td>$120</td>
<td>50%</td>
<td>$120</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 240 items per case (4 inner carriers of 60). <a title=""Carrier contents"" href=""/1-gourmet-chocolate-bar-flavors"" rel=""lightframe"">Carrier contents</a><br /><strong>Item Size:</strong> 1.3 oz.<br /><strong>Selling Price:</strong> $1.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery: </strong>3-7 business days. <a href=""/chocolate-bar-shipping"" rel=""lightframe"">Free Shipping</a></p>
",,product,1516646040,1642445232,,118,sc-62758,14400,,$1 Gourmet Chocolate Bars,240
153,2,$144.00,"
 <tr><th>Quantity</th><th>1 - 14</th><th>15 - 29</th><th>30 - 54</th><th>55 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$144.00</td><td>$132.00</td><td>$120.00</td><td>$109.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/2-gourmet-chocolate-bars_0.png,$2 Gourmet Chocolate Bar Fundraising Product sc-92862,$2 Gourmet Chocolate Bar Fundraising Product,"<p><i>$2.00 Gourmet Chocolate Bars</i> offer more chocolate and bigger profits. Available in Almond, Caramel, Crisp Rice, Dark Chocolate and Milk Chocolate. Certified peanut free, gluten free and Kosher.</p>
<p>Nutrition facts available upon request.</p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>1-14</td>
<td>$144</td>
<td>40%</td>
<td>$96</td>
</tr>
<tr>
<td>15-29</td>
<td>$132</td>
<td>45%</td>
<td>$108</td>
</tr>
<tr>
<td>30-54</td>
<td>$120</td>
<td>50%</td>
<td>$120</td>
</tr>
<tr>
<td>55+</td>
<td>$109</td>
<td>55%</td>
<td>$131</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 120 items per case (4 inner carriers of 30). <a title=""Carrier contents"" href=""/2-gourmet-chocolate-bar-flavors"" rel=""lightframe"">Carrier contents</a><br /><strong>Item Size:</strong> 2.4 oz.<br /><strong>Selling Price:</strong> $2.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery: </strong>3-7 business days. <a title=""Free Shipping"" href=""/chocolate-bar-shipping"" rel=""lightframe"">Free Shipping</a></p>
",,product,1516661080,1615853935,,118,sc-92862,14400,,$2 Gourmet Chocolate Bars,120
154,2,$144.00,"
 <tr><th>Quantity</th><th>1 - 9</th><th>10 - 24</th><th>25 - 49</th><th>50 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$144.00</td><td>$132.00</td><td>$120.00</td><td>$109.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/2-premium-collection.png,$2 Premium Collection Chocolate Bar Fundraising Product sc-92863,$2 Premium Collection Chocolate Bar Fundraising Product,"<p><i>Premium Collection</i> offers more. Almond, Caramel, and Crisp Rice chocolate bars, plus chocolate covered almonds, caramel bites and mint bites. Certified peanut free, gluten free and Kosher.</p>
<p>Nutrition facts available upon request.</p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>1-14</td>
<td>$144</td>
<td>40%</td>
<td>$96</td>
</tr>
<tr>
<td>15-29</td>
<td>$132</td>
<td>45%</td>
<td>$108</td>
</tr>
<tr>
<td>30-54</td>
<td>$120</td>
<td>50%</td>
<td>$120</td>
</tr>
<tr>
<td>55+</td>
<td>$109</td>
<td>55%</td>
<td>$132</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 120 items per case (4 inner carriers of 30). <a title=""Carrier contents"" href=""/2-premium-collection-flavors"" rel=""lightframe"">Carrier contents</a><br /><strong>Item Size:</strong> 2.85 oz.<br /><strong>Selling Price:</strong> $2.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery: </strong>3-7 business days. <a title=""Free Shipping"" href=""/chocolate-bar-shipping"" rel=""lightframe"">Free Shipping</a></p>
",,product,1516671683,1615939229,,118,sc-92863,14400,,$2 Premium Collection,120
155,,$144.00,"
 <tr><th>Quantity</th><th>1 - 9</th><th>10 - 24</th><th>25 - 49</th><th>50 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$144.00</td><td>$132.00</td><td>$126.00</td><td>$120.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/1-premium-pretzel-rod-fundraiser.png,$1 Premium Pretzel Rods Fundraiser sc-12860,$1 Premium Pretzel Rods Fundraiser,"<p>$1 Premium Pretzel Rods come with twice the amount of chocolate. Milk chocolate covered pretzel rods come in 3 flavors including Heath® Toffee Crunch, Party Chocolate Drops and Rainbow Sprinkle.</p>
<h2>Pricing & Profit</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tr>
<td>1-9</td>
<td>$144</td>
<td>40%</td>
<td>$96</td>
</tr>
<tr>
<td>10-24</td>
<td>$132</td>
<td>45%</td>
<td>$108</td>
</tr>
<tr>
<td>25-49</td>
<td>$126</td>
<td>48%</td>
<td>$115</td>
</tr>
<tr>
<td>50+</td>
<td>$120</td>
<td>50%</td>
<td>$120</td>
</tr>
</table>
<h2>Product Details</h2>
<p>[b]Packaging:[/b] 240 units per case (4 inner carriers of 60). [url=/1-premium-pretzel-rod-flavors]Carrier contents[/url]<br />
[b]Unit Size:[/b] 7” (0.941 oz. ave)<br />
[b][b]Average Price[/b]:[/b] $1.00<br />
[b]Delivery:[/b] 3-7 business days. [url=/1-premium-pretzel-rod-shipping]Free shipping[/url]</p>
",,product,1516734527,1614464710,,172,sc-12860,14400,,$1 Premium Pretzel Rods,
156,2,$120.00,"
 <tr><th>Quantity</th><th>1 - 19</th><th>20 - 39</th><th>40 - 74</th><th>75 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$120.00</td><td>$115.00</td><td>$108.00</td><td>$100.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/twists-variety-pack-pretzel-fundraiser.png,$2 Twists Variety Pack Fundraising Product vwc-42120,$2 Twists Variety Pack Fundraising Product,"<p>Submerged in creamy chocolate and heavily coated in crunchy toppings, <i>Twists Variety Pack</i> comes in 4 flavors including chocolate chunks, crunchy toffee, rainbow sprinkles and peanut butter candy crunch.</p>

<p>Nutrition facts available upon request.<br />
</p><h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>1-19</td>
<td>$120</td>
<td>50%</td>
<td>$120</td>
</tr>
<tr>
<td>20-39</td>
<td>$115</td>
<td>52%</td>
<td>$125</td>
</tr>
<tr>
<td>40-74</td>
<td>$108</td>
<td>55%</td>
<td>$132</td>
</tr>
<tr>
<td>75+</td>
<td>$100</td>
<td>58%</td>
<td>$140</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 120 items per case (4 inner carriers of 30). <a title=""Carrier contents"" rel=""lightframe"" href=""/twists-variety-pack-flavors"">Carrier contents</a><br /><strong>Size:</strong> <a title=""Dimensions"" href=""/twists-variety-pack-dimensions"" rel=""lightframe"">Dimensions</a> (1.41 oz.)<br /><strong>Selling Price:</strong> $2.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery:</strong> 3-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/pretzel-rod-shipping"">Free shipping</a></p>
<h2>Special Promotion</h2>
<p><a title=""Boost your profit by 5%"" rel=""lightframe"" href=""/candy-bar-pretzel-twists-promotion"">Boost your profit by 5%</a></p>
",,product,1517441562,1619204730,,172,vwc-42120,12000,,$2 Twists Variety Pack,120
157,1,$352.00,"
 <tr><th>Quantity</th><th>1 - 25</th><th>26 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$352.00</td><td>$320.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/neon-gel-grip-smens-fundraiser.png,$2 Neon Gel Smens Fundraiser Product B32N36,$2 Neon Gel Smens Fundraiser Product,"<p><i>Neon Gel Grip Smens</i> are colored neon gel ink pens made from 100% reused newspapers and plastic. Available in 4 scents, each smen is packaged inside its own recyclable plastic freshness tube.</p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>1-25</td>
<td>$352</td>
<td>45%</td>
<td>$288</td>
</tr>
<tr>
<td>26+</td>
<td>$320</td>
<td>50%</td>
<td>$320</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 320 items per case (10 inner carriers of 32). <a title=""Scents"" rel=""lightframe"" href=""/neon-gel-grip-smen-scents""> Scents</a><br /><strong>Selling Price:</strong> $2.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery:</strong> 4-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/smen-shipping"">Free Shipping</a></p>
",,product,1518053401,1619883534,,135,B32N36,35200,,$2 Neon Gel Smens,320
158,,$180.00,"
 <tr><th>Quantity</th><th>1 - 25</th><th>26 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$180.00</td><td>$165.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/graduation-smencils-fundraising.png,Graduation Smencil Fundraiser Product B50T29,Graduation Smencil Fundraiser Product,"<p>Graduation Smencils are made from 100% reused newspapers and plastic. Prepare for one of life's special moments with a graduation smencils fundraiser.</p>
<h2>Pricing & Profit</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tr>
<td>1-25</td>
<td>$180</td>
<td>40%</td>
<td>$120</td>
</tr>
<tr>
<td>26+</td>
<td>$165</td>
<td>45%</td>
<td>$135</td>
</tr>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 300 units per case (6 inner carriers of 50). <a title=""Scents"" rel=""lightframe"" href=""/graduation-smencil-scents""> Scents</a><br /><strong>Average Price:</strong> $1.00<br /><strong>Delivery:</strong> 4-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/smencil-shipping"">Free Shipping</a></p>
",,product,1518055364,1566831607,,135,B50T29,18000,,Graduation Smencils,
159,1,$300.00,"
 <tr><th>Quantity</th><th>1 - 25</th><th>26 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$300.00</td><td>$275.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/halloween-smencils-fundraiser.png,$1 Halloween Smencils Fundraiser Product B50T24,$1 Halloween Smencils Fundraiser Product,"<p>Spooky <i>Halloween Smencils</i> are made from 100% reused newspapers and plastic. Each smencil comes inside its own recyclable plastic freshness tube. Makes a great alternative to candy during trick or treat.</p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>1-25</td>
<td>$300</td>
<td>40%</td>
<td>$200</td>
</tr>
<tr>
<td>26+</td>
<td>$275</td>
<td>45%</td>
<td>$225</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 500 items per case (10 inner buckets of 50). <a title=""Scents"" rel=""lightframe"" href=""/halloween-smencil-scents""> Scents</a><br /><strong>Selling Price:</strong> $1.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery:</strong> 4-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/smencil-shipping"">Free shipping</a></p>
",,product,1518095286,1619634307,,135,T2400,30000,,$1 Halloween Smencils,500
160,1,$300.00,"
 <tr><th>Quantity</th><th>1 - 25</th><th>26 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$300.00</td><td>$275.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/holiday-smencils-fundraising.png,$1 Holiday Smencils Fundraiser Product B50T22,$1 Holiday Smencils Fundraiser Product,"<p><i>Holiday Smencils</i> are made from 100% reused newspapers and plastic. Each smencil comes inside its own recyclable plastic freshness tube that includes a collectible character top cap. Makes a great stocking stuffer.</p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>1-25</td>
<td>$300</td>
<td>40%</td>
<td>$200</td>
</tr>
<tr>
<td>26+</td>
<td>$275</td>
<td>45%</td>
<td>$225</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 500 items per case (10 inner buckets of 50). <a title=""Scents"" rel=""lightframe"" href=""/holiday-smencil-scents""> Scents</a><br /><strong>Selling Price:</strong> $1.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery:</strong> 4-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/smencil-shipping"">Free shipping</a></p>
",,product,1518098453,1619633630,,135,T2200,30000,,$1 Holiday Smencils,500
161,1,$300.00,"
 <tr><th>Quantity</th><th>1 - 25</th><th>26 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$300.00</td><td>$275.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/valentines-smencils-fundraising.png,$1 Valentines Fundraiser Product B50T23,$1 Valentines Fundraiser Product,"<p><i>Valentines Smencils</i> are made from 100% reused newspapers and plastic. Each smencil comes inside its own recyclable plastic freshness tube. Makes great Valentine's Day classroom exchange gifts.</p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>1-25</td>
<td>$300</td>
<td>40%</td>
<td>$200</td>
</tr>
<tr>
<td>26+</td>
<td>$275</td>
<td>45%</td>
<td>$225</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 500 items per case (10 inner buckets of 50). <a title=""Scents"" rel=""lightframe"" href=""/valentines-smencil-scents""> Scents</a><br /><strong>Selling Price:</strong> $1.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery:</strong> 4-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/smencil-shipping"">Free shipping</a></p>
",,product,1518100216,1619740321,,135,T2300,30000,,$1 Valentines Smencils,500
162,1,$300.00,"
 <tr><th>Quantity</th><th>1 - 25</th><th>26 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$300.00</td><td>$275.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/spring-smencils-fundraising.png,$1 Spring Smencil Fundraiser Product B50T27,$1 Spring Smencil Fundraiser Product,"<p><i>Spring Smencils</i> are made from 100% reused newspapers and plastic. Each No.2 graphite smencil comes inside its own recyclable plastic freshness tube and includes a collectible character top cap.</p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>1-25</td>
<td>$300</td>
<td>40%</td>
<td>$200</td>
</tr>
<tr>
<td>26+</td>
<td>$275</td>
<td>45%</td>
<td>$225</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 500 items per case (10 inner buckets of 50). <a title=""Scents"" rel=""lightframe"" href=""/spring-smencil-scents""> Scents</a><br /><strong>Selling Price:</strong> $1.00<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery:</strong> 4-7 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/smencil-shipping"">Free shipping</a></p>
",,product,1518102455,1620066668,,135,T2700,30000,,$1 Spring Smencils,500
163,25,$540.00,"
 <tr><th>Quantity</th><th>2 - 9</th><th>10 - 24</th><th>25 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$540.00</td><td>$495.00</td><td>$450.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/diamond-vortex-tumbler-fundraiser.png,Diamond Vortex Tumbler Fundraising Product TUMBLER22DV,Diamond Vortex Tumbler Fundraising Product,"<p>Add your mascot, name and  coloring to our exclusive stainless steel Diamond Vortex tumbler. These tumblers are double wall vacuum sealed, come with a no-slip grip bottom and have a see-through slide closure lid. <a title=""Opens in new window"" href=""/contact/diamond-vortex-design-form"" target=""_blank"">Design your tumbler</a></p>
<p>Keep drinks cold for up to 12 hours and hot for as long as 6 hours. BPA Free</p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>2-9</td>
<td>$540</td>
<td>40%</td>
<td>$360</td>
</tr>
<tr>
<td>10-24</td>
<td>$495</td>
<td>45%</td>
<td>$405</td>
</tr>
<tr>
<td>25+</td>
<td>$450</td>
<td>50%</td>
<td>$450</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 36 items per case<br /><strong>Size:</strong> <a title=""Dimensions"" href=""/tritan-tumbler-dimensions"" rel=""lightframe"">Dimensions</a><br /><strong>Volume:</strong> 22 oz.<br /><strong>Selling Price:</strong> $25<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery:</strong> Ships within 10 business days after artwork approved. <a title=""Free shipping"" rel=""lightframe"" href=""/mug-shipping"">Free shipping</a></p>
",,product,1518155393,1614466736,,133,TUMBLER22DV,54000,,Diamond Vortex Tumbler,36
164,20,$288.00,"
 <tr><th>Quantity</th><th>2 - 9</th><th>10 - 24</th><th>25 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$288.00</td><td>$264.00</td><td>$240.00</td> </tr>


",1,,https://bigfundraisingideas.com/sites/default/files/tritan-tumbler-fundraiser.png,Tritan Tumbler Fundraising Product TUMBLER22T,Tritan Tumbler Fundraising Product,"<p>Add your mascot, name, and coloring to our transparent <i>Tritan</i> tumbler. Keeps drinks hot or cold. Sweat resistant so no coaster needed. Microwave and dishwasher safe, FDA approved, BPA free, and comes with a lifetime guarantee.</p>
<p><a title=""Tritan color options"" href=""/sites/default/files/tritan-color-options.pdf"" rel=""lightframe""> Tritan color options</a></p>
<h2>Case Pricing</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tbody>
<tr>
<td>2-9</td>
<td>$288</td>
<td>40%</td>
<td>$192</td>
</tr>
<tr>
<td>10-24</td>
<td>$264</td>
<td>45%</td>
<td>$216</td>
</tr>
<tr>
<td>25+</td>
<td>$240</td>
<td>50%</td>
<td>$240</td>
</tr>
</tbody>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 24 items per case<br /><strong>Size:</strong> <a title=""Dimensions"" href=""/tritan-tumbler-dimensions"" rel=""lightframe"">Dimensions</a><br /><strong>Volume:</strong> 22 oz.<br /><strong>Selling Price:</strong> $20<br /><strong>Payment Options:</strong> <a title=""Learn more"" href=""/payment-options"" rel=""lightframe"">Learn more</a><br /><strong>Delivery:</strong> Ships within 10 business days after artwork approved. <a title=""Free shipping"" rel=""lightframe"" href=""/tumbler-shipping"">Free shipping</a></p>
<p><a title=""Opens in new window"" href=""/contact/tritan-tumbler-design-form"" target=""_blank""> Design your tumbler</a></p>
",,product,1518221224,1635254038,,133,TUMBLER22T,28800,,Tritan Tumbler,24
165,,$96.00,"
 <tr><th>Quantity</th><th>1 - 4</th><th>5 - 9</th><th>10 - Unlimited</th> </tr>

 <tr class=""odd""><td>Price</td><td>$96.00</td><td>$88.00</td><td>$80.00</td> </tr>


",0,,https://bigfundraisingideas.com/sites/default/files/caramel-dark-fudge-sea-salt-popcorn-fundraiser.png,Caramel Dark Fudge Sea Salt Popcorn Fundraising Product vwc-31051,Caramel Dark Fudge Sea Salt Popcorn Fundraising Product,"<p>Caramel corn dunked in dark fudge and sprinkled with sea salt. An irresistible combination.</p>
<h2>Pricing & Profit</h2>
<table border=""0"">
<thead>
<tr align=""left"">
<td>Cases</td>
<td>Cost/Case</td>
<td>Profit</td>
<td>Profit/Case</td>
</tr>
</thead>
<tr>
<td>1-4</td>
<td>$96.00</td>
<td>40%</td>
<td>$64</td>
</tr>
<tr>
<td>5-9</td>
<td>$88.00</td>
<td>45%</td>
<td>$72</td>
</tr>
<tr>
<td>10+</td>
<td>$80.00</td>
<td>50%</td>
<td>$80</td>
</tr>
</table>
<h2>Product Details</h2>
<p><strong>Packaging:</strong> 16 units per case<br /><strong>Unit Size:</strong> 10 oz.<br /><strong>Average Price:</strong> $10.00<br /><strong>Delivery:</strong> 7-10 business days. <a title=""Free shipping"" rel=""lightframe"" href=""/popcorn-shipping"">Free shipping</a></p>
",,product,1518750660,1566830526,,119,vwc-31051,9600,,Caramel Dark Fudge Sea Salt Popcorn,
